timestamp;KAHL1 [A];KAHL2 [A]
2026-02-18 04:22:24;170;191
2026-02-18 04:22:34;172;180
2026-02-18 04:22:54;162;176
2026-02-18 04:23:04;176;167
2026-02-18 04:23:44;166;181
2026-02-18 04:24:05;165;165
2026-02-18 04:24:24;172;182
2026-02-18 04:24:54;168;196
2026-02-18 04:25:04;167;160
2026-02-18 04:25:14;173;171
2026-02-18 04:25:24;152;171
2026-02-18 04:25:34;167;169
2026-02-18 04:25:44;162;179
2026-02-18 04:26:04;152;178
2026-02-18 04:26:14;163;159
2026-02-18 04:26:24;167;181
2026-02-18 04:26:34;167;195
2026-02-18 04:26:44;167;183
2026-02-18 04:26:54;167;154
2026-02-18 04:27:04;173;164
2026-02-18 04:27:14;162;178
2026-02-18 04:27:24;172;172
2026-02-18 04:27:34;171;152
2026-02-18 04:27:44;174;170
2026-02-18 04:28:14;162;184
2026-02-18 04:28:24;172;166
2026-02-18 04:28:34;162;167
2026-02-18 04:28:44;171;182
2026-02-18 04:28:54;171;168
2026-02-18 04:29:04;176;184
2026-02-18 04:29:34;162;163
2026-02-18 04:30:44;172;163
2026-02-18 04:30:54;173;173
2026-02-18 04:31:34;171;183
2026-02-18 04:31:44;172;160
2026-02-18 04:31:54;171;198
2026-02-18 04:32:04;175;179
2026-02-18 04:32:14;172;169
2026-02-18 04:33:24;158;177
2026-02-18 04:33:34;182;163
2026-02-18 04:33:54;167;168
2026-02-18 04:34:04;167;150
2026-02-18 04:34:15;172;160
2026-02-18 04:34:24;174;174
2026-02-18 04:34:34;172;188
2026-02-18 04:34:44;167;176
2026-02-18 04:35:04;167;157
2026-02-18 04:35:14;173;180
2026-02-18 04:35:34;172;165
2026-02-18 04:35:44;177;188
2026-02-18 04:35:54;186;172
2026-02-18 04:36:04;174;163
2026-02-18 04:36:14;173;188
2026-02-18 04:36:24;181;176
2026-02-18 04:36:34;154;158
2026-02-18 04:36:44;166;176
2026-02-18 04:37:04;180;191
2026-02-18 04:37:14;187;179
2026-02-18 04:37:24;179;160
2026-02-18 04:37:34;176;170
2026-02-18 04:37:44;172;191
2026-02-18 04:37:54;187;164
2026-02-18 04:38:24;172;182
2026-02-18 04:38:34;177;210
2026-02-18 04:38:44;186;165
2026-02-18 04:38:54;180;180
2026-02-18 04:39:04;191;191
2026-02-18 04:39:14;176;172
2026-02-18 04:39:24;182;205
2026-02-18 04:39:35;180;187
2026-02-18 04:40:04;197;187
2026-02-18 04:40:24;187;217
2026-02-18 04:40:34;197;190
2026-02-18 04:40:44;205;206
2026-02-18 04:40:54;202;178
2026-02-18 04:41:14;219;165
2026-02-18 04:41:24;254;208
2026-02-18 04:41:34;285;185
2026-02-18 04:41:44;272;214
2026-02-18 04:41:54;285;196
2026-02-18 04:42:04;272;211
2026-02-18 04:42:14;295;236
2026-02-18 04:42:25;282;210
2026-02-18 04:42:34;254;173
2026-02-18 04:42:44;229;211
2026-02-18 04:42:54;212;85
2026-02-18 04:43:04;158;83
2026-02-18 04:43:14;148;81
2026-02-18 04:43:34;147;9
2026-02-18 04:43:44;167;1
2026-02-18 04:44:04;185;0
2026-02-18 04:44:14;197;276
2026-02-18 04:44:24;192;77
2026-02-18 04:44:34;203;80
2026-02-18 04:44:54;212;96
2026-02-18 04:45:04;231;183
2026-02-18 04:45:14;241;198
2026-02-18 04:45:24;241;176
2026-02-18 04:45:34;232;149
2026-02-18 04:45:44;206;161
2026-02-18 04:45:54;192;147
2026-02-18 04:46:05;155;138
2026-02-18 04:46:24;168;216
2026-02-18 04:46:35;173;148
2026-02-18 04:46:54;186;154
2026-02-18 04:47:04;181;137
2026-02-18 04:47:15;179;162
2026-02-18 04:47:24;176;122
2026-02-18 04:47:34;192;154
2026-02-18 04:47:44;187;108
2026-02-18 04:47:55;202;111
2026-02-18 04:48:04;210;184
2026-02-18 04:48:14;192;174
2026-02-18 04:48:24;225;168
2026-02-18 04:48:35;220;117
2026-02-18 04:48:54;213;203
2026-02-18 04:49:05;190;187
2026-02-18 04:49:15;196;165
2026-02-18 04:49:24;171;172
2026-02-18 04:49:34;164;160
2026-02-18 04:49:44;167;177
2026-02-18 04:49:55;181;173
2026-02-18 04:50:04;197;175
2026-02-18 04:50:15;213;180
2026-02-18 04:50:25;187;162
2026-02-18 04:50:35;221;141
2026-02-18 04:50:44;227;159
2026-02-18 04:50:54;261;179
2026-02-18 04:51:05;241;174
2026-02-18 04:51:15;215;175
2026-02-18 04:51:25;200;157
2026-02-18 04:51:34;172;160
2026-02-18 04:51:45;143;178
2026-02-18 04:51:55;148;157
2026-02-18 04:52:05;148;175
2026-02-18 04:52:15;138;176
2026-02-18 04:52:25;161;160
2026-02-18 04:52:45;182;177
2026-02-18 04:52:55;177;167
2026-02-18 04:53:05;197;172
2026-02-18 04:53:25;191;158
2026-02-18 04:53:35;201;149
2026-02-18 04:53:45;221;177
2026-02-18 04:53:55;239;171
2026-02-18 04:54:05;264;149
2026-02-18 04:54:15;266;168
2026-02-18 04:54:25;276;168
2026-02-18 04:54:35;261;187
2026-02-18 04:54:45;221;166
2026-02-18 04:55:05;193;155
2026-02-18 04:55:15;144;166
2026-02-18 04:55:25;138;195
2026-02-18 04:55:35;133;161
2026-02-18 04:55:45;138;144
2026-02-18 04:55:55;151;153
2026-02-18 04:56:05;165;154
2026-02-18 04:56:15;170;178
2026-02-18 04:56:35;172;126
2026-02-18 04:56:45;159;158
2026-02-18 04:56:55;171;192
2026-02-18 04:57:05;186;178
2026-02-18 04:57:15;172;171
2026-02-18 04:57:26;171;146
2026-02-18 04:58:05;173;125
2026-02-18 04:58:15;159;189
2026-02-18 04:58:25;165;164
2026-02-18 04:58:35;177;156
2026-02-18 04:58:45;162;158
2026-02-18 04:58:55;163;143
2026-02-18 04:59:35;152;148
2026-02-18 04:59:45;167;171
2026-02-18 05:00:05;167;157
2026-02-18 05:00:35;162;172
2026-02-18 05:00:45;158;160
2026-02-18 05:01:35;157;174
2026-02-18 05:01:45;157;154
2026-02-18 05:01:55;163;168
2026-02-18 05:02:05;152;150
2026-02-18 05:02:45;158;168
2026-02-18 05:03:05;157;157
2026-02-18 05:03:15;167;152
2026-02-18 05:03:25;162;141
2026-02-18 05:03:35;151;145
2026-02-18 05:03:55;157;164
2026-02-18 05:04:15;160;147
2026-02-18 05:04:25;153;137
2026-02-18 05:04:35;148;100
2026-02-18 05:04:45;167;85
2026-02-18 05:04:55;157;83
2026-02-18 05:05:35;173;4
2026-02-18 05:05:55;162;0
2026-02-18 05:06:05;174;0
2026-02-18 05:06:45;163;0
2026-02-18 05:07:45;153;0
2026-02-18 05:07:55;167;0
2026-02-18 05:09:25;152;0
2026-02-18 05:09:45;163;0
2026-02-18 05:10:15;153;0
2026-02-18 05:10:35;164;0
2026-02-18 05:11:05;152;0
2026-02-18 05:11:35;163;0
2026-02-18 05:12:25;152;0
2026-02-18 05:13:35;163;0
2026-02-18 05:13:55;179;0
2026-02-18 05:15:35;169;0
2026-02-18 05:16:05;158;0
2026-02-18 05:16:25;172;0
2026-02-18 05:17:35;159;0
2026-02-18 05:18:25;172;0
2026-02-18 05:19:15;162;0
2026-02-18 05:20:45;174;0
2026-02-18 05:24:45;157;0
2026-02-18 05:24:55;168;0
2026-02-18 05:29:35;182;0
2026-02-18 05:29:45;172;0
2026-02-18 05:29:55;184;0
2026-02-18 05:30:35;173;0
2026-02-18 05:30:55;183;0
2026-02-18 05:33:25;197;0
2026-02-18 05:34:06;182;0
2026-02-18 05:34:36;197;0
2026-02-18 05:34:45;182;0
2026-02-18 05:42:37;172;0
2026-02-18 05:42:57;187;0
2026-02-18 05:44:17;174;0
2026-02-18 05:44:47;184;0
2026-02-18 05:46:07;201;276
2026-02-18 05:46:17;182;77
2026-02-18 05:46:47;192;84
2026-02-18 05:47:17;192;120
2026-02-18 05:47:27;197;179
2026-02-18 05:47:37;185;161
2026-02-18 05:47:47;190;144
2026-02-18 05:48:07;182;134
2026-02-18 05:48:17;187;149
2026-02-18 05:48:37;192;180
2026-02-18 05:48:47;185;146
2026-02-18 05:49:17;197;153
2026-02-18 05:49:27;192;163
2026-02-18 05:49:37;186;150
2026-02-18 05:49:47;187;164
2026-02-18 05:50:07;182;139
2026-02-18 05:50:17;181;171
2026-02-18 05:50:27;187;137
2026-02-18 05:50:37;187;149
2026-02-18 05:50:47;185;167
2026-02-18 05:51:17;187;139
2026-02-18 05:51:27;181;154
2026-02-18 05:51:37;198;144
2026-02-18 05:51:47;188;141
2026-02-18 05:51:57;182;158
2026-02-18 05:52:07;183;142
2026-02-18 05:52:17;185;163
2026-02-18 05:52:27;179;146
2026-02-18 05:52:37;196;144
2026-02-18 05:52:47;182;149
2026-02-18 05:52:57;177;175
2026-02-18 05:53:07;186;195
2026-02-18 05:53:17;182;137
2026-02-18 05:53:37;185;150
2026-02-18 05:54:17;180;181
2026-02-18 05:54:27;197;144
2026-02-18 05:54:37;182;174
2026-02-18 05:54:57;182;127
2026-02-18 05:55:07;187;157
2026-02-18 05:55:18;181;178
2026-02-18 05:55:27;165;150
2026-02-18 05:55:47;180;141
2026-02-18 05:55:57;170;165
2026-02-18 05:56:07;177;151
2026-02-18 05:56:17;179;132
2026-02-18 05:56:27;172;148
2026-02-18 05:56:37;177;186
2026-02-18 05:56:47;166;141
2026-02-18 05:56:57;176;157
2026-02-18 05:57:37;171;167
2026-02-18 05:57:47;177;147
2026-02-18 05:58:07;187;161
2026-02-18 05:58:17;172;153
2026-02-18 05:58:37;191;176
2026-02-18 05:58:47;182;166
2026-02-18 05:59:07;179;155
2026-02-18 05:59:17;182;169
2026-02-18 05:59:37;161;154
2026-02-18 05:59:47;171;140
2026-02-18 05:59:58;181;163
2026-02-18 06:00:07;194;150
2026-02-18 06:00:17;182;196
2026-02-18 06:00:27;182;173
2026-02-18 06:00:38;187;144
2026-02-18 06:00:47;167;160
2026-02-18 06:00:57;178;155
2026-02-18 06:01:17;172;172
2026-02-18 06:01:27;184;159
2026-02-18 06:01:37;173;189
2026-02-18 06:01:47;163;140
2026-02-18 06:01:57;182;154
2026-02-18 06:02:07;170;150
2026-02-18 06:02:27;172;132
2026-02-18 06:02:37;172;144
2026-02-18 06:02:47;167;176
2026-02-18 06:02:57;174;150
2026-02-18 06:03:07;172;170
2026-02-18 06:03:17;184;168
2026-02-18 06:03:27;171;156
2026-02-18 06:03:37;177;172
2026-02-18 06:03:47;187;137
2026-02-18 06:03:57;182;203
2026-02-18 06:04:07;172;161
2026-02-18 06:04:17;180;145
2026-02-18 06:04:27;167;164
2026-02-18 06:04:37;177;147
2026-02-18 06:05:08;172;167
2026-02-18 06:05:27;180;145
2026-02-18 06:05:37;171;166
2026-02-18 06:05:47;183;157
2026-02-18 06:05:57;165;148
2026-02-18 06:06:07;167;177
2026-02-18 06:06:17;172;142
2026-02-18 06:06:27;165;156
2026-02-18 06:06:47;168;142
2026-02-18 06:06:57;179;145
2026-02-18 06:07:07;186;164
2026-02-18 06:07:17;172;140
2026-02-18 06:07:27;172;165
2026-02-18 06:07:37;177;146
2026-02-18 06:07:47;172;162
2026-02-18 06:07:57;171;198
2026-02-18 06:08:07;172;152
2026-02-18 06:08:37;176;138
2026-02-18 06:08:58;148;158
2026-02-18 06:09:17;181;161
2026-02-18 06:09:38;172;134
2026-02-18 06:09:47;167;149
2026-02-18 06:10:08;172;170
2026-02-18 06:10:18;172;138
2026-02-18 06:10:27;167;169
2026-02-18 06:10:37;171;138
2026-02-18 06:10:47;172;149
2026-02-18 06:10:58;167;139
2026-02-18 06:11:17;164;150
2026-02-18 06:11:37;175;158
2026-02-18 06:11:47;173;134
2026-02-18 06:11:57;172;162
2026-02-18 06:12:37;162;163
2026-02-18 06:12:48;177;187
2026-02-18 06:12:58;165;137
2026-02-18 06:13:07;174;158
2026-02-18 06:13:28;168;183
2026-02-18 06:13:38;157;132
2026-02-18 06:13:47;167;157
2026-02-18 06:13:57;167;135
2026-02-18 06:14:07;177;138
2026-02-18 06:14:18;164;136
2026-02-18 06:14:27;171;155
2026-02-18 06:14:37;157;152
2026-02-18 06:14:48;169;142
2026-02-18 06:15:07;160;168
2026-02-18 06:15:18;167;152
2026-02-18 06:15:28;171;178
2026-02-18 06:15:38;158;150
2026-02-18 06:15:47;174;149
2026-02-18 06:16:18;177;170
2026-02-18 06:16:27;170;159
2026-02-18 06:16:38;173;144
2026-02-18 06:16:47;161;145
2026-02-18 06:16:58;161;177
2026-02-18 06:17:07;172;136
2026-02-18 06:17:18;160;167
2026-02-18 06:17:28;166;136
2026-02-18 06:17:38;172;149
2026-02-18 06:17:47;167;139
2026-02-18 06:17:58;168;103
2026-02-18 06:18:08;167;91
2026-02-18 06:18:28;168;80
2026-02-18 06:18:58;148;76
2026-02-18 06:19:08;158;3
2026-02-18 06:20:08;172;0
2026-02-18 06:22:58;183;0
2026-02-18 06:23:08;169;0
2026-02-18 06:23:18;179;0
2026-02-18 06:23:28;167;0
2026-02-18 06:23:38;177;0
2026-02-18 06:24:08;161;0
2026-02-18 06:24:48;171;0
2026-02-18 06:25:28;187;0
2026-02-18 06:25:48;171;0
2026-02-18 06:25:58;181;0
2026-02-18 06:28:18;167;0
2026-02-18 06:28:28;181;0
2026-02-18 06:30:28;165;0
2026-02-18 06:30:48;177;0
2026-02-18 06:31:18;167;0
2026-02-18 06:31:38;177;0
2026-02-18 06:32:38;192;0
2026-02-18 06:32:58;177;0
2026-02-18 06:34:08;198;0
2026-02-18 06:34:18;188;0
2026-02-18 06:34:48;203;0
2026-02-18 06:35:58;192;0
2026-02-18 06:36:28;180;0
2026-02-18 06:36:38;191;0
2026-02-18 06:36:48;181;0
2026-02-18 06:36:58;195;0
2026-02-18 06:37:08;181;0
2026-02-18 06:39:18;192;0
2026-02-18 06:39:28;172;0
2026-02-18 06:39:48;182;0
2026-02-18 06:40:18;172;0
2026-02-18 06:40:28;188;0
2026-02-18 06:40:38;177;0
2026-02-18 06:43:08;167;0
2026-02-18 06:43:18;177;0
2026-02-18 06:43:28;167;0
2026-02-18 06:43:38;191;0
2026-02-18 06:44:08;177;0
2026-02-18 06:46:08;189;0
2026-02-18 06:46:18;172;0
2026-02-18 06:48:08;187;0
2026-02-18 06:48:18;173;0
2026-02-18 06:49:48;192;0
2026-02-18 06:49:58;177;0
2026-02-18 06:51:08;187;0
2026-02-18 06:51:18;191;276
2026-02-18 06:51:28;187;78
2026-02-18 06:52:19;177;92
2026-02-18 06:52:28;188;97
2026-02-18 06:52:48;196;222
2026-02-18 06:52:58;177;152
2026-02-18 06:53:08;189;113
2026-02-18 06:53:18;188;145
2026-02-18 06:53:38;180;161
2026-02-18 06:53:48;182;139
2026-02-18 06:53:58;182;126
2026-02-18 06:54:08;192;159
2026-02-18 06:54:18;180;143
2026-02-18 06:54:38;177;155
2026-02-18 06:54:48;181;122
2026-02-18 06:55:08;178;173
2026-02-18 06:55:18;182;132
2026-02-18 06:55:28;175;107
2026-02-18 06:55:38;171;132
2026-02-18 06:55:48;177;154
2026-02-18 06:55:59;177;118
2026-02-18 06:56:09;178;150
2026-02-18 06:56:39;182;128
2026-02-18 06:56:49;187;140
2026-02-18 06:57:08;176;122
2026-02-18 06:57:19;184;139
2026-02-18 06:57:48;173;137
2026-02-18 06:58:28;179;120
2026-02-18 06:58:38;172;159
2026-02-18 06:58:49;188;109
2026-02-18 06:58:58;186;146
2026-02-18 06:59:18;177;130
2026-02-18 06:59:29;171;153
2026-02-18 06:59:38;186;137
2026-02-18 06:59:49;173;141
2026-02-18 07:00:08;177;129
2026-02-18 07:00:18;173;152
2026-02-18 07:00:28;182;142
2026-02-18 07:00:58;172;115
2026-02-18 07:01:09;188;184
2026-02-18 07:01:18;186;141
2026-02-18 07:01:48;178;131
2026-02-18 07:01:58;177;143
2026-02-18 07:02:09;175;164
2026-02-18 07:02:18;182;127
2026-02-18 07:02:28;173;157
2026-02-18 07:02:39;184;151
2026-02-18 07:02:48;182;141
2026-02-18 07:02:58;172;118
2026-02-18 07:03:09;172;105
2026-02-18 07:03:19;187;134
2026-02-18 07:03:28;172;125
2026-02-18 07:03:38;175;152
2026-02-18 07:03:49;179;142
2026-02-18 07:03:59;177;126
2026-02-18 07:04:09;171;138
2026-02-18 07:04:29;177;114
2026-02-18 07:04:39;182;139
2026-02-18 07:04:48;167;112
2026-02-18 07:04:58;176;142
2026-02-18 07:05:09;178;160
2026-02-18 07:05:19;184;136
2026-02-18 07:05:59;178;120
2026-02-18 07:06:08;177;132
2026-02-18 07:07:09;167;123
2026-02-18 07:07:18;173;113
2026-02-18 07:07:28;172;131
2026-02-18 07:08:19;174;141
2026-02-18 07:08:39;178;116
2026-02-18 07:08:58;173;146
2026-02-18 07:09:29;177;130
2026-02-18 07:09:38;176;142
2026-02-18 07:10:29;172;126
2026-02-18 07:10:39;182;141
2026-02-18 07:10:59;171;159
2026-02-18 07:11:09;187;126
2026-02-18 07:11:29;187;172
2026-02-18 07:11:39;187;141
2026-02-18 07:11:49;182;119
2026-02-18 07:11:59;179;151
2026-02-18 07:12:09;183;136
2026-02-18 07:12:29;171;148
2026-02-18 07:12:39;182;141
2026-02-18 07:13:09;171;128
2026-02-18 07:13:19;174;138
2026-02-18 07:13:59;162;131
2026-02-18 07:14:09;170;142
2026-02-18 07:16:19;161;122
2026-02-18 07:16:39;166;150
2026-02-18 07:16:49;172;122
2026-02-18 07:16:59;167;143
2026-02-18 07:17:09;166;131
2026-02-18 07:18:39;176;138
2026-02-18 07:19:39;162;139
2026-02-18 07:19:59;172;131
2026-02-18 07:20:19;159;143
2026-02-18 07:20:29;167;131
2026-02-18 07:21:09;179;135
2026-02-18 07:21:19;167;127
2026-02-18 07:21:29;177;130
2026-02-18 07:21:59;182;141
2026-02-18 07:22:09;172;132
2026-02-18 07:22:39;183;140
2026-02-18 07:22:59;187;151
2026-02-18 07:23:09;183;123
2026-02-18 07:23:19;182;135
2026-02-18 07:23:49;177;147
2026-02-18 07:24:19;187;141
2026-02-18 07:24:39;179;162
2026-02-18 07:24:49;177;143
2026-02-18 07:26:09;177;127
2026-02-18 07:26:19;191;149
2026-02-18 07:26:29;186;135
2026-02-18 07:26:49;182;161
2026-02-18 07:27:09;199;153
2026-02-18 07:27:19;181;158
2026-02-18 07:27:29;187;129
2026-02-18 07:27:39;193;151
2026-02-18 07:27:49;182;148
2026-02-18 07:27:59;192;143
2026-02-18 07:28:49;187;125
2026-02-18 07:28:59;192;148
2026-02-18 07:29:09;180;146
2026-02-18 07:29:29;198;162
2026-02-18 07:29:49;192;142
2026-02-18 07:30:29;186;170
2026-02-18 07:30:39;191;124
2026-02-18 07:30:49;193;168
2026-02-18 07:30:59;187;143
2026-02-18 07:31:09;192;158
2026-02-18 07:31:19;190;141
2026-02-18 07:31:29;193;151
2026-02-18 07:32:19;192;169
2026-02-18 07:32:29;204;141
2026-02-18 07:32:39;196;167
2026-02-18 07:32:49;197;138
2026-02-18 07:32:59;201;148
2026-02-18 07:33:19;197;163
2026-02-18 07:33:39;197;142
2026-02-18 07:33:49;187;158
2026-02-18 07:34:09;183;147
2026-02-18 07:34:39;172;141
2026-02-18 07:34:59;172;123
2026-02-18 07:35:09;166;153
2026-02-18 07:35:19;175;142
2026-02-18 07:35:29;172;126
2026-02-18 07:35:39;162;152
2026-02-18 07:35:49;168;141
2026-02-18 07:36:09;182;129
2026-02-18 07:36:19;181;154
2026-02-18 07:36:29;167;132
2026-02-18 07:36:49;172;149
2026-02-18 07:36:59;176;133
2026-02-18 07:37:09;166;125
2026-02-18 07:37:19;172;139
2026-02-18 07:37:39;167;127
2026-02-18 07:37:49;165;141
2026-02-18 07:37:59;178;139
2026-02-18 07:38:19;171;124
2026-02-18 07:38:29;192;138
2026-02-18 07:38:39;197;152
2026-02-18 07:38:49;177;129
2026-02-18 07:39:09;172;145
2026-02-18 07:39:19;177;133
2026-02-18 07:39:29;177;152
2026-02-18 07:39:39;166;121
2026-02-18 07:39:49;167;132
2026-02-18 07:39:59;176;142
2026-02-18 07:40:09;182;125
2026-02-18 07:40:19;168;130
2026-02-18 07:40:29;183;135
2026-02-18 07:40:49;172;147
2026-02-18 07:40:59;177;133
2026-02-18 07:41:09;175;122
2026-02-18 07:41:19;182;143
2026-02-18 07:42:09;183;129
2026-02-18 07:42:19;172;147
2026-02-18 07:42:29;188;127
2026-02-18 07:42:39;177;146
2026-02-18 07:42:59;182;131
2026-02-18 07:43:19;170;141
2026-02-18 07:43:39;173;127
2026-02-18 07:43:49;172;144
2026-02-18 07:44:00;167;123
2026-02-18 07:44:19;167;136
2026-02-18 07:44:29;167;126
2026-02-18 07:44:59;172;136
2026-02-18 07:45:09;162;131
2026-02-18 07:45:20;172;127
2026-02-18 07:45:39;174;140
2026-02-18 07:46:00;166;161
2026-02-18 07:46:09;167;134
2026-02-18 07:46:49;162;145
2026-02-18 07:47:09;168;127
2026-02-18 07:47:20;158;139
2026-02-18 07:47:29;162;124
2026-02-18 07:47:39;166;142
2026-02-18 07:47:49;157;120
2026-02-18 07:47:59;167;146
2026-02-18 07:48:09;160;129
2026-02-18 07:48:29;165;139
2026-02-18 07:48:40;169;123
2026-02-18 07:48:49;156;136
2026-02-18 07:49:10;163;121
2026-02-18 07:49:29;168;139
2026-02-18 07:49:59;158;134
2026-02-18 07:50:19;151;112
2026-02-18 07:50:29;152;137
2026-02-18 07:50:39;148;124
2026-02-18 07:51:10;162;141
2026-02-18 07:51:39;157;126
2026-02-18 07:51:50;158;162
2026-02-18 07:52:00;152;124
2026-02-18 07:52:09;162;139
2026-02-18 07:53:10;165;161
2026-02-18 07:53:20;167;141
2026-02-18 07:53:29;172;126
2026-02-18 07:53:39;191;171
2026-02-18 07:53:50;192;139
2026-02-18 07:54:00;178;143
2026-02-18 07:54:09;162;159
2026-02-18 07:54:19;169;137
2026-02-18 07:54:59;181;144
2026-02-18 07:55:09;167;142
2026-02-18 07:55:29;181;145
2026-02-18 07:55:49;174;156
2026-02-18 07:55:59;179;141
2026-02-18 07:56:19;162;158
2026-02-18 07:56:29;163;147
2026-02-18 07:57:09;153;141
2026-02-18 07:57:59;167;100
2026-02-18 07:58:09;162;84
2026-02-18 07:58:49;177;77
2026-02-18 07:59:00;162;5
2026-02-18 07:59:10;173;1
2026-02-18 08:01:20;185;0
2026-02-18 08:01:39;166;0
2026-02-18 08:01:59;177;0
2026-02-18 08:02:50;167;0
2026-02-18 08:03:10;177;0
2026-02-18 08:04:00;167;0
2026-02-18 08:04:50;179;0
2026-02-18 08:05:00;167;0
2026-02-18 08:05:20;178;0
2026-02-18 08:06:00;192;0
2026-02-18 08:06:20;179;0
2026-02-18 08:07:10;192;0
2026-02-18 08:07:30;178;0
2026-02-18 08:08:10;168;0
2026-02-18 08:08:30;180;0
2026-02-18 08:08:40;167;0
2026-02-18 08:09:10;177;0
2026-02-18 08:10:30;162;0
2026-02-18 08:10:50;172;0
2026-02-18 08:12:00;161;0
2026-02-18 08:12:10;173;0
2026-02-18 08:13:00;163;0
2026-02-18 08:15:10;173;0
2026-02-18 08:15:30;162;0
2026-02-18 08:16:50;173;0
2026-02-18 08:17:10;163;0
2026-02-18 08:17:40;173;0
2026-02-18 08:18:50;162;0
2026-02-18 08:21:20;172;0
2026-02-18 08:21:30;162;0
2026-02-18 08:21:40;175;0
2026-02-18 08:22:20;165;0
2026-02-18 08:26:30;177;0
2026-02-18 08:27:30;166;0
2026-02-18 08:29:00;176;0
2026-02-18 08:30:30;186;0
2026-02-18 08:31:00;172;0
2026-02-18 08:32:20;186;0
2026-02-18 08:34:30;187;81
2026-02-18 08:34:50;202;93
2026-02-18 08:35:00;193;128
2026-02-18 08:35:10;197;104
2026-02-18 08:35:40;203;120
2026-02-18 08:35:50;206;132
2026-02-18 08:36:20;202;121
2026-02-18 08:37:00;197;134
2026-02-18 08:37:20;224;137
2026-02-18 08:37:50;237;127
2026-02-18 08:38:00;261;131
2026-02-18 08:38:10;276;137
2026-02-18 08:38:20;256;137
2026-02-18 08:38:40;246;133
2026-02-18 08:38:50;231;136
2026-02-18 08:39:00;207;127
2026-02-18 08:39:10;177;136
2026-02-18 08:39:30;137;139
2026-02-18 08:39:50;153;130
2026-02-18 08:40:00;163;130
2026-02-18 08:40:10;143;137
2026-02-18 08:40:20;167;141
2026-02-18 08:40:50;177;128
2026-02-18 08:41:00;191;138
2026-02-18 08:41:20;196;125
2026-02-18 08:41:30;204;150
2026-02-18 08:41:40;213;162
2026-02-18 08:41:51;250;146
2026-02-18 08:42:00;271;154
2026-02-18 08:42:20;261;149
2026-02-18 08:42:40;276;143
2026-02-18 08:42:50;254;137
2026-02-18 08:43:00;271;135
2026-02-18 08:43:20;290;136
2026-02-18 08:43:30;251;150
2026-02-18 08:43:40;201;150
2026-02-18 08:43:51;153;140
2026-02-18 08:44:00;119;139
2026-02-18 08:44:30;133;138
2026-02-18 08:44:41;148;159
2026-02-18 08:44:50;148;141
2026-02-18 08:45:11;158;156
2026-02-18 08:45:20;146;162
2026-02-18 08:45:30;165;143
2026-02-18 08:45:50;175;177
2026-02-18 08:46:00;180;154
2026-02-18 08:46:10;201;167
2026-02-18 08:46:20;212;139
2026-02-18 08:46:31;251;142
2026-02-18 08:46:40;282;145
2026-02-18 08:46:50;271;130
2026-02-18 08:47:00;266;146
2026-02-18 08:47:30;266;131
2026-02-18 08:47:50;266;145
2026-02-18 08:48:00;276;133
2026-02-18 08:48:10;286;138
2026-02-18 08:48:20;256;150
2026-02-18 08:48:30;212;137
2026-02-18 08:48:40;158;145
2026-02-18 08:48:50;128;139
2026-02-18 08:49:30;146;146
2026-02-18 08:49:41;147;177
2026-02-18 08:49:50;160;145
2026-02-18 08:50:00;158;156
2026-02-18 08:50:10;151;144
2026-02-18 08:50:21;164;169
2026-02-18 08:50:30;166;146
2026-02-18 08:50:40;177;143
2026-02-18 08:50:50;181;154
2026-02-18 08:51:01;202;157
2026-02-18 08:51:10;206;141
2026-02-18 08:51:20;226;146
2026-02-18 08:51:30;281;142
2026-02-18 08:51:40;271;143
2026-02-18 08:51:50;255;147
2026-02-18 08:52:00;291;145
2026-02-18 08:52:20;275;151
2026-02-18 08:52:30;254;159
2026-02-18 08:52:40;192;147
2026-02-18 08:53:01;167;148
2026-02-18 08:53:10;127;144
2026-02-18 08:53:41;141;144
2026-02-18 08:54:00;151;144
2026-02-18 08:54:10;153;156
2026-02-18 08:54:21;167;152
2026-02-18 08:54:30;167;140
2026-02-18 08:54:40;179;138
2026-02-18 08:54:50;162;153
2026-02-18 08:55:01;172;148
2026-02-18 08:55:30;182;152
2026-02-18 08:55:50;167;148
2026-02-18 08:56:30;175;170
2026-02-18 08:56:40;177;159
2026-02-18 08:57:00;158;182
2026-02-18 08:57:10;169;161
2026-02-18 08:57:41;177;148
2026-02-18 08:57:50;177;159
2026-02-18 08:58:00;157;141
2026-02-18 08:58:10;177;195
2026-02-18 08:58:20;177;149
2026-02-18 08:58:31;181;166
2026-02-18 08:58:40;187;145
2026-02-18 08:58:50;177;171
2026-02-18 08:59:01;162;168
2026-02-18 08:59:10;174;165
2026-02-18 08:59:20;193;147
2026-02-18 08:59:41;199;158
2026-02-18 08:59:50;182;161
2026-02-18 09:00:50;203;159
2026-02-18 09:01:30;184;158
2026-02-18 09:01:50;193;131
2026-02-18 09:02:00;188;161
2026-02-18 09:03:41;178;150
2026-02-18 09:04:10;182;165
2026-02-18 09:04:50;196;148
2026-02-18 09:05:10;192;173
2026-02-18 09:05:50;190;147
2026-02-18 09:06:01;203;163
2026-02-18 09:06:10;192;171
2026-02-18 09:06:30;180;173
2026-02-18 09:06:50;192;187
2026-02-18 09:07:00;197;146
2026-02-18 09:07:10;198;167
2026-02-18 09:07:20;194;154
2026-02-18 09:07:31;182;163
2026-02-18 09:08:01;189;151
